Year,Value,GeoCode,UNIT_MEASURE,SERIES
2015,1267747571,,USD,Foreign direct investment (FDI) inflows [17.3.1]
2016,4515413212,,USD,Foreign direct investment (FDI) inflows [17.3.1]
2017,1695990817,,USD,Foreign direct investment (FDI) inflows [17.3.1]
2018,1046170477,,USD,Foreign direct investment (FDI) inflows [17.3.1]
2019,1046170477,,USD,Foreign direct investment (FDI) inflows [17.3.1]
