Year,Value,GeoCode,UNIT_MEASURE,SERIES
2016,27.5,,Percent,Proportion of seats held by women in national parliaments (% of total number of seats) [5.5.1]
2016,31.38,,Percent,Proportion of seats held by women in local governments (% of total number of seats) [5.5.1]
