Year,Value,GeoCode,UNIT_MEASURE,SERIES
2015,4102000,,Metric Tons,Food production [2.1.4]
2016,4148800,,Metric Tons,Food production [2.1.4]
2017,4055409,,Metric Tons,Food production [2.1.4]
2018,3279110,,Metric Tons,Food production [2.1.4]
2019,3534499,,Metric Tons,Food production [2.1.4]
