Year,Value,GeoCode,UNIT_MEASURE,SERIES
2015,16.8,,Percent,Prevalence of undernourishment [2.1.1]
2016,16.7,,Percent,Prevalence of undernourishment [2.1.1]
2017,16.5,,Percent,Prevalence of undernourishment [2.1.1]
2018,16.5,,Percent,Prevalence of undernourishment [2.1.1]
