Year,Value,GeoCode,UNIT_MEASURE,SERIES
2015,30.9,,Percent,Percentage of financing and loans issued to SMEs
2016,23.4,,Percent,Percentage of financing and loans issued to SMEs
2017,22.3,,Percent,Percentage of financing and loans issued to SMEs
2018,20.2,,Percent,Percentage of financing and loans issued to SMEs
2019,18.1,,Percent,Percentage of financing and loans issued to SMEs
