Year,Value,GeoCode,UNIT_MEASURE,SERIES
2015,28.1,,Percent,Internet users per 100 inhabitants [17.8.1]
2016,19.0,,Percent,Internet users per 100 inhabitants [17.8.1]
2017,26.0,,Percent,Internet users per 100 inhabitants [17.8.1]
2018,37.0,,Percent,Internet users per 100 inhabitants [17.8.1]
2019,49.0,,Percent,Internet users per 100 inhabitants [17.8.1]
