Year,Value,GeoCode,UNIT_MEASURE,SERIES
2015,10592,,Percent,Businesses owned by females
2016,11586,,Percent,Businesses owned by females
2017,11855,,Percent,Businesses owned by females
2018,11572,,Percent,Businesses owned by females
2019,15061,,Percent,Businesses owned by females
