Year,Value,GeoCode,UNIT_MEASURE,SERIES
2015,10.1,,Litres pure alcohol,Alcohol consumption per capita (aged 15 years and older) within a calendar year [3.5.2]
2018,10.7,,Litres pure alcohol,Alcohol consumption per capita (aged 15 years and older) within a calendar year [3.5.2]
