Year,Value,GeoCode,UNIT_MEASURE,SERIES
2015,4.9,,Percent,Annual growth rate of real GDP per employed person [8.2.1]
2016,4.8,,Percent,Annual growth rate of real GDP per employed person [8.2.1]
2017,4.7,,Percent,Annual growth rate of real GDP per employed person [8.2.1]
2018,4.4,,Percent,Annual growth rate of real GDP per employed person [8.2.1]
2019,4.4,,Percent,Annual growth rate of real GDP per employed person [8.2.1]
