Year,Value,GeoCode,UNIT_MEASURE,SERIES
2015,2183066,,Number,Number of people requiring interventions against neglected tropical diseases [3.3.5]
2016,2206011,,Number,Number of people requiring interventions against neglected tropical diseases [3.3.5]
2017,1953002,,Number,Number of people requiring interventions against neglected tropical diseases [3.3.5]
2018,2031804,,Number,Number of people requiring interventions against neglected tropical diseases [3.3.5]
