Year,SERIES,ເຂດອ້າງອີງ,UNIT_MEASURE,GeoCode,Value
2015,ອັດຕາການເຕີບໂຕປະຈໍາປີຂອງ GDP ຕົວຈິງຕໍ່ຄົນທີ່ມີວຽກເຮັດງານທໍາ [8.2.1],,ເປີເຊັນ,,4.9
2016,ອັດຕາການເຕີບໂຕປະຈໍາປີຂອງ GDP ຕົວຈິງຕໍ່ຄົນທີ່ມີວຽກເຮັດງານທໍາ [8.2.1],,ເປີເຊັນ,,4.8
2017,ອັດຕາການເຕີບໂຕປະຈໍາປີຂອງ GDP ຕົວຈິງຕໍ່ຄົນທີ່ມີວຽກເຮັດງານທໍາ [8.2.1],,ເປີເຊັນ,,4.7
2018,ອັດຕາການເຕີບໂຕປະຈໍາປີຂອງ GDP ຕົວຈິງຕໍ່ຄົນທີ່ມີວຽກເຮັດງານທໍາ [8.2.1],,ເປີເຊັນ,,4.4
2019,ອັດຕາການເຕີບໂຕປະຈໍາປີຂອງ GDP ຕົວຈິງຕໍ່ຄົນທີ່ມີວຽກເຮັດງານທໍາ [8.2.1],,ເປີເຊັນ,,4.4
