Year,SERIES,ເຂດອ້າງອີງ,UNIT_MEASURE,GeoCode,Value
2016,ອັດຕາສ່ວນຂອງງົບປະມານພາຍໃນປະເທດທີ່ໄດ້ຮັບທຶນຈາກພາສີພາຍໃນປະເທດ [17.1.2],,ເປີເຊັນ,,160.6
2017,ອັດຕາສ່ວນຂອງງົບປະມານພາຍໃນປະເທດທີ່ໄດ້ຮັບທຶນຈາກພາສີພາຍໃນປະເທດ [17.1.2],,ເປີເຊັນ,,143.3
2018,ອັດຕາສ່ວນຂອງງົບປະມານພາຍໃນປະເທດທີ່ໄດ້ຮັບທຶນຈາກພາສີພາຍໃນປະເທດ [17.1.2],,ເປີເຊັນ,,149.4
2019,ອັດຕາສ່ວນຂອງງົບປະມານພາຍໃນປະເທດທີ່ໄດ້ຮັບທຶນຈາກພາສີພາຍໃນປະເທດ [17.1.2],,ເປີເຊັນ,,146.0
