Year,SERIES,ເຂດອ້າງອີງ,UNIT_MEASURE,GeoCode,Value
2015,ທຸລະກິດທີ່ເປັນເຈົ້າຂອງເພດຍິງ,,ເປີເຊັນ,,10592
2016,ທຸລະກິດທີ່ເປັນເຈົ້າຂອງເພດຍິງ,,ເປີເຊັນ,,11586
2017,ທຸລະກິດທີ່ເປັນເຈົ້າຂອງເພດຍິງ,,ເປີເຊັນ,,11855
2018,ທຸລະກິດທີ່ເປັນເຈົ້າຂອງເພດຍິງ,,ເປີເຊັນ,,11572
2019,ທຸລະກິດທີ່ເປັນເຈົ້າຂອງເພດຍິງ,,ເປີເຊັນ,,15061
