Year,SERIES,Reference area,UNIT_MEASURE,GeoCode,Value
2017,Percentage of women aged 15-49 years who gave birth by aged 15,,Percent,,3.0
2017,Percentage of women aged 15-49 years who gave birth by aged 18,,Percent,,18.2
2017,Percentage of women aged 20-24 years who gave birth by aged 15,,Percent,,2.3
2017,Percentage of women aged 20-24 years who gave birth by aged 18,,Percent,,18.4
