Year,SERIES,REF_AREA,SEX,UNIT_MEASURE,GeoCode,Value
2017,_L_LA_040303_01,,,PT,,84450
2017,_L_LA_040303_01,,M,PT,,49682
2017,_L_LA_040303_01,,F,PT,,34768
