Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2016,_L_LA_050502_01,,PT,,22.96
2016,_L_LA_050502_02,,PT,,17.79
2016,_L_LA_050502_03,,PT,,16.03
2016,_L_LA_050502_04,,PT,,15.26
2016,_L_LA_050502_06,,PT,,2.67
2016,_L_LA_050502_05,,PT,,11.61
2018,_L_LA_050502_06,,PT,,2.35
2018,_L_LA_050502_05,,PT,,11.82
