Year,SERIES,REF_AREA,SEX,UNIT_MEASURE,GeoCode,Value
2015,SL_ISV_IFEM,,,PT,,80.8
2015,SL_ISV_IFEM,,M,PT,,0.754
2015,SL_ISV_IFEM,,F,PT,,0.866
2017,SL_ISV_IFEM,,,PT,,66.5
2017,SL_ISV_IFEM,,M,PT,,19.97
2017,SL_ISV_IFEM,,F,PT,,46.53
