Year,SERIES,ເຂດອ້າງອີງ,UNIT_MEASURE,GeoCode,Value
2017,ເປີເຊັນຂອງແມ່ຍິງອາຍຸ 15-49 ປີ ທີ່ໃຫ້ກໍາເນີດເມື່ອອາຍຸ 15 ປີ,,ເປີເຊັນ,,3.0
2017,ເປີເຊັນຂອງແມ່ຍິງອາຍຸ 15-49 ປີ ທີ່ໃຫ້ກໍາເນີດເມື່ອອາຍຸ 18 ປີ,,ເປີເຊັນ,,18.2
2017,ເປີເຊັນຂອງແມ່ຍິງອາຍຸ 20-24 ປີ ທີ່ໃຫ້ກໍາເນີດເມື່ອອາຍຸ 15 ປີ,,ເປີເຊັນ,,2.3
2017,ເປີເຊັນຂອງແມ່ຍິງອາຍຸ 20-24 ປີ ທີ່ໃຫ້ກໍາເນີດເມື່ອອາຍຸ 18 ປີ,,ເປີເຊັນ,,18.4
