Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2015,ST_GDP_ZS,,USD,,725
2016,ST_GDP_ZS,,USD,,724
2017,ST_GDP_ZS,,USD,,648
2018,ST_GDP_ZS,,USD,,811
2019,ST_GDP_ZS,,USD,,934
