Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2015,TX_EXP_GBMRCH,,PT,,15.07
2016,TX_EXP_GBMRCH,,PT,,15.07
2017,TX_EXP_GBMRCH,,PT,,15.19
2018,TX_EXP_GBMRCH,,PT,,10.87
2019,TX_EXP_GBMRCH,,PT,,8.39
