Year,Value,GeoCode,UNIT_MEASURE,SERIES
2015,3322,,NUMBER,_L_LA_180202_01
2016,2843,,NUMBER,_L_LA_180202_01
2017,2399,,NUMBER,_L_LA_180202_01
2018,1983,,NUMBER,_L_LA_180202_01
2019,1526,,NUMBER,_L_LA_180202_01
2020,1091,,NUMBER,_L_LA_180202_01
