Year,Value,GeoCode,UNIT_MEASURE,SERIES
2015,30,,PT,_L_LA_170802_01
2016,39,,PT,_L_LA_170802_01
2017,42,,PT,_L_LA_170802_01
2018,45,,PT,_L_LA_170802_01
2019,50,,PT,_L_LA_170802_01
