Year,Value,GeoCode,UNIT_MEASURE,SERIES
2015,10592,,PT,_L_LA_080503_01
2016,11586,,PT,_L_LA_080503_01
2017,11855,,PT,_L_LA_080503_01
2018,11572,,PT,_L_LA_080503_01
2019,15061,,PT,_L_LA_080503_01
