Year,Value,GeoCode,UNIT_MEASURE,SERIES
2015,10.1,,LITRES_PURE_ALCOHOL,SH_ALC_CONSPT
2018,10.7,,LITRES_PURE_ALCOHOL,SH_ALC_CONSPT
