Year,Value,GeoCode,UNIT_MEASURE,SERIES
2015,40,,NUMBER,SL_EMP_INJUR
2016,53,,NUMBER,SL_EMP_INJUR
2017,20,,NUMBER,SL_EMP_INJUR
2018,39,,NUMBER,SL_EMP_INJUR
2019,50,,NUMBER,SL_EMP_INJUR
