Year,Value,GeoCode,UNIT_MEASURE,SERIES
2015,5.7,,PT,NY_GDP_PCAP
2016,5.4,,PT,NY_GDP_PCAP
2017,5.2,,PT,NY_GDP_PCAP
2018,4.6,,PT,NY_GDP_PCAP
