Year,Value,GeoCode,UNIT_MEASURE,SERIES
2015,14042,,NUMBER,_L_LA_171903_01
2016,17157,,NUMBER,_L_LA_171903_01
2017,15646,,NUMBER,_L_LA_171903_01
2018,19238,,NUMBER,_L_LA_171903_01
