Year,Value,GeoCode,UNIT_MEASURE,SERIES
2015,2235,,PT,_L_LA_080303_01
2016,2537,,PT,_L_LA_080303_01
2017,2667,,PT,_L_LA_080303_01
2018,2829,,PT,_L_LA_080303_01
2019,3966,,PT,_L_LA_080303_01
