Year,Value,GeoCode,UNIT_MEASURE,SERIES
2015,725,,USD,ST_GDP_ZS
2016,724,,USD,ST_GDP_ZS
2017,648,,USD,ST_GDP_ZS
2018,811,,USD,ST_GDP_ZS
2019,934,,USD,ST_GDP_ZS
