Year,Value,GeoCode,UNIT_MEASURE,SERIES
2015,21,,PT,_L_LA_170803_01
2016,30,,PT,_L_LA_170803_01
2017,37,,PT,_L_LA_170803_01
2018,47,,PT,_L_LA_170803_01
2019,50,,PT,_L_LA_170803_01
