Year,Value,GeoCode,UNIT_MEASURE,SERIES
2015,550,,NUMBER,SH_HIV_INCD
2016,870,,NUMBER,SH_HIV_INCD
2017,830,,NUMBER,SH_HIV_INCD
2018,810,,NUMBER,SH_HIV_INCD
2019,780,,NUMBER,SH_HIV_INCD
2015,32,,PT,_L_LA_030301_01
2016,39,,PT,_L_LA_030301_01
2017,47,,PT,_L_LA_030301_01
2018,50,,PT,_L_LA_030301_01
2019,56,,PT,_L_LA_030301_01
