Year,Value,GeoCode,UNIT_MEASURE,SERIES
2016,160.6,,PT,GC_GOB_TAXD
2017,143.3,,PT,GC_GOB_TAXD
2018,149.4,,PT,GC_GOB_TAXD
2019,146.0,,PT,GC_GOB_TAXD
