Year,Value,GeoCode,UNIT_MEASURE,SERIES
2015,99.51,,PT,_L_LA_180201_01
2016,99.46,,PT,_L_LA_180201_01
2017,99.41,,PT,_L_LA_180201_01
2018,99.33,,PT,_L_LA_180201_01
2019,99.25,,PT,_L_LA_180201_01
2020,99.19,,PT,_L_LA_180201_01
