Year,Value,GeoCode,UNIT_MEASURE,SERIES
2015,182,,PER_100000_POP,SH_TBS_INCD
2016,175,,PER_100000_POP,SH_TBS_INCD
2017,168,,PER_100000_POP,SH_TBS_INCD
2018,162,,PER_100000_POP,SH_TBS_INCD
2019,155,,PER_100000_POP,SH_TBS_INCD
