Year,Value,GeoCode,UNIT_MEASURE,SERIES
2015,15.07,,PT,TX_EXP_GBMRCH
2016,15.07,,PT,TX_EXP_GBMRCH
2017,15.19,,PT,TX_EXP_GBMRCH
2018,10.87,,PT,TX_EXP_GBMRCH
2019,8.39,,PT,TX_EXP_GBMRCH
