Year,Value,GeoCode,UNIT_MEASURE,SERIES
2015,14.2,,PER_100000_POP,SH_STA_TRAFN
2016,15.5,,PER_100000_POP,SH_STA_TRAFN
2017,15.0,,PER_100000_POP,SH_STA_TRAFN
2018,14.1,,PER_100000_POP,SH_STA_TRAFN
