Year,Value,GeoCode,UNIT_MEASURE,SERIES
2015,0.233,,PT,_L_LA_180102_01
2016,0.299,,PT,_L_LA_180102_01
2017,0.312,,PT,_L_LA_180102_01
2018,0.212,,PT,_L_LA_180102_01
2019,0.182,,PT,_L_LA_180102_01
2020,0.182,,PT,_L_LA_180102_01
