Year,Value,GeoCode,UNIT_MEASURE,SERIES
2015,4.9,,PT,SL_EMP_PCAP
2016,4.8,,PT,SL_EMP_PCAP
2017,4.7,,PT,SL_EMP_PCAP
2018,4.4,,PT,SL_EMP_PCAP
2019,4.4,,PT,SL_EMP_PCAP
