Year,Value,GeoCode,UNIT_MEASURE,SERIES
2013,41.5,,PT,SH_STA_BRTC
2017,64.4,,PT,SH_STA_BRTC
2016,57.6,,PT,SH_STA_BRTC
2018,68.0,,PT,SH_STA_BRTC
2019,69.0,,PT,SH_STA_BRTC
