Year,Value,GeoCode,UNIT_MEASURE,SERIES
2015,52.0,,PT,_L_LA_030801_01
2016,56.1,,PT,_L_LA_030801_01
2017,62.2,,PT,_L_LA_030801_01
2018,68.1,,PT,_L_LA_030801_01
2019,70.4,,PT,_L_LA_030801_01
2015,80.0,,PT,_L_LA_030801_02
2017,59.7,,PT,_L_LA_030801_02
