Year,Value,GeoCode,UNIT_MEASURE,SERIES
2010,1,,NUMBER,SG_REG_CENSUS
2015,82128,,NUMBER,_L_LA_171902_02
2016,61746,,NUMBER,_L_LA_171902_02
2017,61416,,NUMBER,_L_LA_171902_02
2018,70732,,NUMBER,_L_LA_171902_02
