Year,Value,GeoCode,UNIT_MEASURE,SERIES
2015,28.1,,PT,IT_USE_II99
2016,19.0,,PT,IT_USE_II99
2017,26.0,,PT,IT_USE_II99
2018,37.0,,PT,IT_USE_II99
2019,49.0,,PT,IT_USE_II99
