Year,Value,GeoCode,UNIT_MEASURE,SERIES
2015,20.2,,PT,GR_G14_GDP
2015,16.3,,PT,_L_LA_170101_01
2015,3.9,,PT,_L_LA_170101_02
2016,16.4,,PT,GR_G14_GDP
2016,15.0,,PT,_L_LA_170101_01
2016,1.4,,PT,_L_LA_170101_02
2017,16.3,,PT,GR_G14_GDP
2017,14.6,,PT,_L_LA_170101_01
2017,1.7,,PT,_L_LA_170101_02
2018,16.2,,PT,GR_G14_GDP
2018,14.3,,PT,_L_LA_170101_01
2018,1.9,,PT,_L_LA_170101_02
2019,15.3,,PT,GR_G14_GDP
2019,13.6,,PT,_L_LA_170101_01
2019,1.7,,PT,_L_LA_170101_02
