Year,Value,GeoCode,UNIT_MEASURE,SERIES
2015,1267747571,,USD,GF_FRN_FDI
2016,4515413212,,USD,GF_FRN_FDI
2017,1695990817,,USD,GF_FRN_FDI
2018,1046170477,,USD,GF_FRN_FDI
2019,1046170477,,USD,GF_FRN_FDI
