Year,Value,GeoCode,UNIT_MEASURE,SERIES
2015,4.9,,PER_1000_POP,SH_STA_MALR
2016,7.8,,PER_1000_POP,SH_STA_MALR
2017,5.6,,PER_1000_POP,SH_STA_MALR
2018,4.2,,PER_1000_POP,SH_STA_MALR
