Year,Value,GeoCode,UNIT_MEASURE,SERIES
2015,11.93,,PT,_L_LA_180302_01
2016,15.46,,PT,_L_LA_180302_01
2017,18.74,,PT,_L_LA_180302_01
2018,19.61,,PT,_L_LA_180302_01
2019,20.61,,PT,_L_LA_180302_01
2020,20.91,,PT,_L_LA_180302_01
