Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2015,GF_FRN_FDI,,USD,,1267747571
2016,GF_FRN_FDI,,USD,,4515413212
2017,GF_FRN_FDI,,USD,,1695990817
2018,GF_FRN_FDI,,USD,,1046170477
2019,GF_FRN_FDI,,USD,,1046170477
