Year,Value,GeoCode,UNIT_MEASURE,SERIES
2017,73.1,,ເປີເຊັນ,ສ່ວນບຸກຄົນທີ່ເປັນເຈົ້າຂອງໂທລະສັບມືຖື [5.b.1]
