Year,SERIES,Reference area,UNIT_MEASURE,GeoCode,Value
2015,Foreign direct investment (FDI) inflows [17.3.1],,USD,,1267747571
2016,Foreign direct investment (FDI) inflows [17.3.1],,USD,,4515413212
2017,Foreign direct investment (FDI) inflows [17.3.1],,USD,,1695990817
2018,Foreign direct investment (FDI) inflows [17.3.1],,USD,,1046170477
2019,Foreign direct investment (FDI) inflows [17.3.1],,USD,,1046170477
