Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2015,IT_NET_BBND,,PER_100_POP,,2642693
2016,IT_NET_BBND,,PER_100_POP,,2628400
2017,IT_NET_BBND,,PER_100_POP,,2782943
2018,IT_NET_BBND,,PER_100_POP,,3030046
2019,IT_NET_BBND,,PER_100_POP,,3540020
