Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2017,_L_LA_010401_01,,PT,,83.1
2017,_L_LA_010401_02,,PT,,74.3
2017,_L_LA_010401_03,,PT,,78.1
2017,_L_LA_010401_04,,PT,,93.4
2017,_L_LA_010401_05,,PT,,83.4
