Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2015,SL_EMP_PCAP,,PT,,4.9
2016,SL_EMP_PCAP,,PT,,4.8
2017,SL_EMP_PCAP,,PT,,4.7
2018,SL_EMP_PCAP,,PT,,4.4
2019,SL_EMP_PCAP,,PT,,4.4
