Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2015,SH_STA_MORT,,PER_100000_POP,,206
2016,SH_STA_MORT,,PER_100000_POP,,196
2017,SH_STA_MORT,,PER_100000_POP,,185
2018,SH_STA_MORT,,PER_100000_POP,,72
2019,SH_STA_MORT,,PER_100000_POP,,70
