Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2015,SH_STA_MALR,,PER_1000_POP,,4.9
2016,SH_STA_MALR,,PER_1000_POP,,7.8
2017,SH_STA_MALR,,PER_1000_POP,,5.6
2018,SH_STA_MALR,,PER_1000_POP,,4.2
