Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2017,_L_LA_050304_01,,PT,,3.0
2017,_L_LA_050304_02,,PT,,18.2
2017,_L_LA_050304_03,,PT,,2.3
2017,_L_LA_050304_04,,PT,,18.4
