Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2015,_L_LA_180301_01,,PT,,95.84
2016,_L_LA_180301_01,,PT,,95.56
2017,_L_LA_180301_01,,PT,,95.03
2018,_L_LA_180301_01,,PT,,94.51
2019,_L_LA_180301_01,,PT,,94.52
2020,_L_LA_180301_01,,PT,,94.2
