Year,SERIES,ເຂດອ້າງອີງ,UNIT_MEASURE,GeoCode,Value
2015,ສ່ວນແບ່ງຂອງປະເທດດ້ອຍພັດທະນາ ແລະ ປະເທດທີ່ພັດທະນາຫນ້ອຍທີ່ສຸດຂອງການສົ່ງອອກສິນຄ້າທົ່ວໂລກ [17.11.1],,ເປີເຊັນ,,15.07
2016,ສ່ວນແບ່ງຂອງປະເທດດ້ອຍພັດທະນາ ແລະ ປະເທດທີ່ພັດທະນາຫນ້ອຍທີ່ສຸດຂອງການສົ່ງອອກສິນຄ້າທົ່ວໂລກ [17.11.1],,ເປີເຊັນ,,15.07
2017,ສ່ວນແບ່ງຂອງປະເທດດ້ອຍພັດທະນາ ແລະ ປະເທດທີ່ພັດທະນາຫນ້ອຍທີ່ສຸດຂອງການສົ່ງອອກສິນຄ້າທົ່ວໂລກ [17.11.1],,ເປີເຊັນ,,15.19
2018,ສ່ວນແບ່ງຂອງປະເທດດ້ອຍພັດທະນາ ແລະ ປະເທດທີ່ພັດທະນາຫນ້ອຍທີ່ສຸດຂອງການສົ່ງອອກສິນຄ້າທົ່ວໂລກ [17.11.1],,ເປີເຊັນ,,10.87
2019,ສ່ວນແບ່ງຂອງປະເທດດ້ອຍພັດທະນາ ແລະ ປະເທດທີ່ພັດທະນາຫນ້ອຍທີ່ສຸດຂອງການສົ່ງອອກສິນຄ້າທົ່ວໂລກ [17.11.1],,ເປີເຊັນ,,8.39
