Year,SERIES,ເຂດອ້າງອີງ,UNIT_MEASURE,GeoCode,Value
2015,ການທ່ອງທ່ຽວໂດຍກົງ GDP ເປັນສ່ວນຫນຶ່ງຂອງ GDP ທັງຫມົດ [8.9.1],,USD,,725
2016,ການທ່ອງທ່ຽວໂດຍກົງ GDP ເປັນສ່ວນຫນຶ່ງຂອງ GDP ທັງຫມົດ [8.9.1],,USD,,724
2017,ການທ່ອງທ່ຽວໂດຍກົງ GDP ເປັນສ່ວນຫນຶ່ງຂອງ GDP ທັງຫມົດ [8.9.1],,USD,,648
2018,ການທ່ອງທ່ຽວໂດຍກົງ GDP ເປັນສ່ວນຫນຶ່ງຂອງ GDP ທັງຫມົດ [8.9.1],,USD,,811
2019,ການທ່ອງທ່ຽວໂດຍກົງ GDP ເປັນສ່ວນຫນຶ່ງຂອງ GDP ທັງຫມົດ [8.9.1],,USD,,934
