Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2015,GR_G14_GDP,,PT,,20.2
2015,_L_LA_170101_01,,PT,,16.3
2015,_L_LA_170101_02,,PT,,3.9
2016,GR_G14_GDP,,PT,,16.4
2016,_L_LA_170101_01,,PT,,15.0
2016,_L_LA_170101_02,,PT,,1.4
2017,GR_G14_GDP,,PT,,16.3
2017,_L_LA_170101_01,,PT,,14.6
2017,_L_LA_170101_02,,PT,,1.7
2018,GR_G14_GDP,,PT,,16.2
2018,_L_LA_170101_01,,PT,,14.3
2018,_L_LA_170101_02,,PT,,1.9
2019,GR_G14_GDP,,PT,,15.3
2019,_L_LA_170101_01,,PT,,13.6
2019,_L_LA_170101_02,,PT,,1.7
