Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2016,GC_GOB_TAXD,,PT,,160.6
2017,GC_GOB_TAXD,,PT,,143.3
2018,GC_GOB_TAXD,,PT,,149.4
2019,GC_GOB_TAXD,,PT,,146.0
